procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_clean,date_clean,vendor_clean,grain_clean,qty_kg_clean,cost_clean,cost_per_kg
MDM008248,17/06/2025,SCH-0558,Sharma & Sons,Dal,20.3,Kgs,"Rs. 1,827",Cleared,SCH0558,,Sharma & Sons,Dal,20.3,1827.0,90.0
MDM011464,2025-10-31,SCH0383,kumar general store,dal,33.7 kg,,,Due,SCH0383,,Kumar General Store,Dal,33.7,0.0,0.0
MDM003308,2025-10-30,sch_0112,Kumar Supplies,WHEAT,1.062,Bags,1593,PENDING,SCH0112,,Kumar Supplies,Wheat,1.062,1593.0,1500.0
MDM008376,20/08/2025,sch0054,S. Agro Works,Daal,,,"Rs. 4,329",Due,SCH0054,,S Agro Works,Daal,0.0,4329.0,0.0
MDM005406,23-Dec-2025,sch_0465,sharma traders pvt ltd,gehun,,,960/-,,SCH0465,,Sharma Traders,Wheat,0.0,960.0,0.0
MDM003818,2025-04-15,SCH0021,sharma traders pvt ltd,RICE,27.3,Kgs,"₹1,092",,SCH0021,,Sharma Traders,Rice,27.3,1092.0,40.0
MDM001965,2025/06/21,sch_0141,Goyal Enterprises,dal,59,KG,"Rs. 5,310",,SCH0141,2025-06-21,Goyal Enterprises,Dal,59.0,5310.0,90.0
MDM003786,04-20-2025,SCH0201,Sharma & Sons,gehun,45.9,KGS,"₹1,377",PENDING,SCH0201,,Sharma & Sons,Wheat,45.9,1377.0,30.0
MDM006648,2025/07/24,SCH0187,kumar general store,Daal,52200,grams,4698,PENDING,SCH0187,2025-07-24,Kumar General Store,Daal,52200.0,4698.0,0.09
MDM008987,11-20-2025,SCH0422,Goyal Enterprises,Gehun,0.382,Bags,573,PENDING,SCH0422,,Goyal Enterprises,Wheat,0.382,573.0,1500.0
MDM003574,07.07.2025,SCH0498,Sharma Traders,Sarson Tel,,,4008,paid,SCH0498,,Sharma Traders,Sarson Tel,0.0,4008.0,0.0
MDM001924,2026/03/04,S0307,goyal mill,Cooking Oil,15200,grams,"₹1,824",,SCH0307,2026-03-04,Goyal Mill,Cooking Oil,15200.0,1824.0,0.12
MDM008818,2025-08-27,SCH0325,sharma traders pvt ltd,Daal,,,"₹4,887",Paid,SCH0325,,Sharma Traders,Daal,0.0,4887.0,0.0
MDM002679,08/03/2026,sch0498,Kumar Supplies,Sarson Tel,26800,Grams,"Rs. 3,216",Pending,SCH0498,,Kumar Supplies,Sarson Tel,26800.0,3216.0,0.12
MDM006744,27/08/2025,SCH0373,Kumar & Co.,Pulses,28.1,kg,"2,529/-",Due,SCH0373,,Kumar & Co,Dal,28.1,2529.0,90.0
MDM010264,2025-10-26,sch_0444,sharma traders pvt ltd,Cooking Oil,0.41,Bori,"Rs. 2,460",,SCH0444,,Sharma Traders,Cooking Oil,0.41,2460.0,6000.0
MDM002974,28/05/2025,0458,Sharma Traders,Oil,10.8,KG,"1,296/-",paid,SCH0458,,Sharma Traders,Oil,10.8,1296.0,119.99999999999999
MDM001108,2025-06-18,S0525,S. Agro Works,Mustard Oil,24.9,KGS,"₹2,988",Due,SCH0525,,S Agro Works,Mustard Oil,24.9,2988.0,120.0
MDM011485,11-14-2025,SCH0123,Sharma & Sons,Daal,29700,g,2673,paid,SCH0123,,Sharma & Sons,Daal,29700.0,2673.0,0.09
MDM010443,26.08.2025,SCH-0276,sharma traders pvt ltd,dal,41700,grams,3753,PENDING,SCH0276,,Sharma Traders,Dal,41700.0,3753.0,0.09
MDM005287,07.10.2025,SCH0562,Goyal Rice Mill,Rice,20.7 kg,,828,paid,SCH0562,,Goyal Rice Mill,Rice,20.7,828.0,40.0
MDM006875,20-Aug-2025,S0587,Singh Brothers,Pulses,46.4 kg,,"Rs. 4,176",PENDING,SCH0587,,Singh Brothers,Dal,46.4,4176.0,90.0
MDM010693,01-23-2026,SCH0019,Sharma & Sons,Cooking Oil,58400,g,7008,Due,SCH0019,,Sharma & Sons,Cooking Oil,58400.0,7008.0,0.12
MDM006928,20.12.2025,SCH0386,Sharma Traders,Pulses,19100,g,"1,719/-",,SCH0386,,Sharma Traders,Dal,19100.0,1719.0,0.09
MDM003822,04.01.2026,S0258,Kumar & Co.,Mustard Oil,1.148,Bori,"₹6,888",Paid,SCH0258,,Kumar & Co,Mustard Oil,1.148,6888.0,6000.000000000001
MDM000374,2026/02/27,SCH0055,Singh Brothers,Chawal,56.5,KG,,Due,SCH0055,2026-02-27,Singh Brothers,Rice,56.5,0.0,0.0
MDM006077,15.10.2025,SCH0023,Sharma Traders,Wheat,1.144,50kg Bags,"Rs. 1,716",paid,SCH0023,,Sharma Traders,Wheat,1.144,1716.0,1500.0000000000002
MDM001635,09-Aug-2025,S0555,Sharma & Sons,dal,0.39,Bags,"₹1,755",Pending,SCH0555,,Sharma & Sons,Dal,0.39,1755.0,4500.0
MDM003430,06-05-2025,SCH-0502,Kumar Supplies,Lentils,,,"1,485/-",paid,SCH0502,,Kumar Supplies,Dal,0.0,1485.0,0.0
MDM011940,2025/08/31,SCH-0248,Kumar & Co.,dal,55,kg,,,SCH0248,2025-08-31,Kumar & Co,Dal,55.0,0.0,0.0
MDM007439,21/09/2025,S0413,sharma traders pvt ltd,RICE,14.7,KGS,Rs. 588,Due,SCH0413,,Sharma Traders,Rice,14.7,588.0,40.0
MDM001023,03.03.2026,SCH0310,sharma traders pvt ltd,Mustard Oil,,,2088,Paid,SCH0310,,Sharma Traders,Mustard Oil,0.0,2088.0,0.0
MDM005271,17.12.2025,SCH-0372,Sharma & Sons,Sarson Tel,0.218,50kg Bags,"1,308/-",Pending,SCH0372,,Sharma & Sons,Sarson Tel,0.218,1308.0,6000.0
MDM003679,2025-09-21,S0032,sharma traders pvt ltd,Dal,30400,grams,,PENDING,SCH0032,,Sharma Traders,Dal,30400.0,0.0,0.0
MDM007925,2025-07-05,SCH-0462,Singh Agro,chawal,53000,g,"₹2,120",Pending,SCH0462,,Singh Agro,Rice,53000.0,2120.0,0.04
MDM006327,15/05/2025,S0339,kumar general store,Wheat,,,660/-,paid,SCH0339,,Kumar General Store,Wheat,0.0,660.0,0.0
MDM000745,11-25-2025,SCH0007,kumar general store,chawal,29.4,Kgs,"Rs. 1,176",Paid,SCH0007,,Kumar General Store,Rice,29.4,1176.0,40.0
MDM010985,31-Jul-2025,SCH0463,kumar general store,Gehun,28.4 kg,,₹852,,SCH0463,,Kumar General Store,Wheat,28.4,852.0,30.0
MDM004098,2025-07-14,SCH0054,sharma traders pvt ltd,Gehun,0.9520000000000001,Sacks,"Rs. 1,428",Pending,SCH0054,,Sharma Traders,Wheat,0.9520000000000001,1428.0,1500.0
MDM003367,2025-07-15,SCH0370,Goyal Enterprises,Wheat,36.1 kg,,"Rs. 1,083",Pending,SCH0370,,Goyal Enterprises,Wheat,36.1,1083.0,30.0
MDM008391,03/02/2026,sch0365,sharma traders pvt ltd,Pulses,33.1,Kgs,"Rs. 2,979",paid,SCH0365,,Sharma Traders,Dal,33.1,2979.0,90.0
MDM004703,30/07/2025,sch0049,goyal mill,Dal,,,"Rs. 2,295",,SCH0049,,Goyal Mill,Dal,0.0,2295.0,0.0
MDM008869,12.07.2025,SCH0136,Sharma & Sons,chawal,0.522,Bags,1044,Cleared,SCH0136,,Sharma & Sons,Rice,0.522,1044.0,2000.0
MDM001048,2025-10-26,SCH0387,Singh Agro,Gehun,,,"Rs. 1,455",Due,SCH0387,,Singh Agro,Wheat,0.0,1455.0,0.0
MDM010948,2025-10-23,sch0070,goyal mill,Sarson Tel,0.91,Sacks,"Rs. 5,460",paid,SCH0070,,Goyal Mill,Sarson Tel,0.91,5460.0,6000.0
MDM004190,2025-11-10,sch0385,Sharma Traders,RICE,24.9,KG,996/-,Paid,SCH0385,,Sharma Traders,Rice,24.9,996.0,40.0
MDM000896,2026-02-01,SCH0339,Sharma & Sons,Cooking Oil,,,"Rs. 1,812",,SCH0339,,Sharma & Sons,Cooking Oil,0.0,1812.0,0.0
MDM004405,2026-03-25,sch0555,Kumar & Co.,RICE,31500,Grams,"1,260/-",Paid,SCH0555,,Kumar & Co,Rice,31500.0,1260.0,0.04
MDM008857,2025/07/16,S0313,Sharma & Sons,Pulses,,,"1,827/-",PENDING,SCH0313,2025-07-16,Sharma & Sons,Dal,0.0,1827.0,0.0
MDM001400,03/02/2026,S0161,goyal mill,Wheat,37.4,KGS,"1,122/-",Due,SCH0161,,Goyal Mill,Wheat,37.4,1122.0,30.0
MDM006770,08-May-2025,sch_0578,sharma traders pvt ltd,chawal,53500,grams,2140,,SCH0578,,Sharma Traders,Rice,53500.0,2140.0,0.04
MDM005112,2025-05-17,SCH0398,Singh Brothers,gehun,0.202,Bags,Rs. 303,paid,SCH0398,,Singh Brothers,Wheat,0.202,303.0,1500.0
MDM001435,2025/08/20,SCH-0437,Kumar & Co.,Mustard Oil,41.7,KG,"5,004/-",Due,SCH0437,2025-08-20,Kumar & Co,Mustard Oil,41.7,5004.0,119.99999999999999
MDM009975,12.02.2026,SCH-0488,Kumar & Co.,Chawal,36700,Grams,1468,Paid,SCH0488,,Kumar & Co,Rice,36700.0,1468.0,0.04
MDM003571,2025/12/02,SCH-0368,Sharma Traders,chawal,16500,grams,660,Paid,SCH0368,2025-12-02,Sharma Traders,Rice,16500.0,660.0,0.04
MDM004641,21/01/2026,SCH0496,sharma traders pvt ltd,Daal,44.5,kg,4005,PENDING,SCH0496,,Sharma Traders,Daal,44.5,4005.0,90.0
MDM000625,02-16-2026,SCH0374,Kumar & Co.,Sarson Tel,,,"1,428/-",Cleared,SCH0374,,Kumar & Co,Sarson Tel,0.0,1428.0,0.0
MDM009969,12/07/2025,SCH0288,Singh Agro,Gehun,10.4 kg,,Rs. 312,Due,SCH0288,,Singh Agro,Wheat,10.4,312.0,30.0
MDM001693,2025-04-15,SCH-0395,sharma traders pvt ltd,Gehun,14300,g,Rs. 429,Paid,SCH0395,,Sharma Traders,Wheat,14300.0,429.0,0.03
MDM005588,04/11/2025,SCH0110,sharma traders pvt ltd,dal,0.852,Bags,3834,Pending,SCH0110,,Sharma Traders,Dal,0.852,3834.0,4500.0
MDM002733,2025-11-13,SCH0242,Goyal Rice Mill,gehun,28.5,KGS,Rs. 855,Pending,SCH0242,,Goyal Rice Mill,Wheat,28.5,855.0,30.0
MDM001428,29/01/2026,0157,Kumar Supplies,Chawal,,,"1,528/-",paid,SCH0157,,Kumar Supplies,Rice,0.0,1528.0,0.0
MDM004505,2025-10-02,sch_0392,Singh Agro,RICE,17100,grams,684,Due,SCH0392,,Singh Agro,Rice,17100.0,684.0,0.04
MDM007622,01.11.2025,sch_0406,Goyal Rice Mill,gehun,43.1,Kgs,1293,Paid,SCH0406,,Goyal Rice Mill,Wheat,43.1,1293.0,30.0
MDM000120,2025/09/02,SCH0336,Kumar & Co.,chawal,33,kg,1320,Paid,SCH0336,2025-09-02,Kumar & Co,Rice,33.0,1320.0,40.0
MDM002391,09/08/2025,SCH0199,Singh Agro,RICE,,,2392,PENDING,SCH0199,,Singh Agro,Rice,0.0,2392.0,0.0
MDM007055,05.10.2025,sch_0593,Sharma & Sons,Chawal,50,Kgs,2000,Due,SCH0593,,Sharma & Sons,Rice,50.0,2000.0,40.0
MDM004093,09-02-2025,SCH0409,Kumar & Co.,Rice,,,528,Due,SCH0409,,Kumar & Co,Rice,0.0,528.0,0.0
MDM010341,04-06-2025,SCH0335,goyal mill,dal,41.6 kg,,"3,744/-",Cleared,SCH0335,,Goyal Mill,Dal,41.6,3744.0,90.0
MDM002418,02-06-2026,sch_0438,goyal mill,Wheat,57.3,KGS,"1,719/-",Due,SCH0438,,Goyal Mill,Wheat,57.3,1719.0,30.0
MDM011106,2026-03-12,SCH0431,sharma traders pvt ltd,Oil,32700,Grams,"Rs. 3,924",Paid,SCH0431,,Sharma Traders,Oil,32700.0,3924.0,0.12
MDM010588,16.02.2026,SCH0281,Singh Agro,Dal,0.6679999999999999,50kg Bags,3006,Due,SCH0281,,Singh Agro,Dal,0.6679999999999999,3006.0,4500.000000000001
MDM003239,08-13-2025,SCH0496,sharma traders pvt ltd,Gehun,38.4 kg,,"₹1,152",Due,SCH0496,,Sharma Traders,Wheat,38.4,1152.0,30.0
MDM005688,13/05/2025,SCH0037,Sharma Traders,Cooking Oil,33.2,KG,"Rs. 3,984",Due,SCH0037,,Sharma Traders,Cooking Oil,33.2,3984.0,119.99999999999999
MDM005844,30-Dec-2025,SCH-0540,Kumar Supplies,Chawal,45300,Grams,"Rs. 1,812",paid,SCH0540,,Kumar Supplies,Rice,45300.0,1812.0,0.04
MDM011040,2025/07/29,sch0148,Kumar Supplies,RICE,35.4,kg,"₹1,416",Pending,SCH0148,2025-07-29,Kumar Supplies,Rice,35.4,1416.0,40.0
MDM005364,03.08.2025,SCH0572,Kumar Supplies,dal,1.078,bags,4851,Cleared,SCH0572,,Kumar Supplies,Dal,1.078,4851.0,4500.0
MDM011216,20.10.2025,SCH0575,Goyal Rice Mill,chawal,0.9079999999999999,bags,1816,Cleared,SCH0575,,Goyal Rice Mill,Rice,0.9079999999999999,1816.0,2000.0000000000002
MDM004823,2025/12/07,S0372,S. Agro Works,Lentils,42.2,KGS,3798,Pending,SCH0372,2025-12-07,S Agro Works,Dal,42.2,3798.0,90.0
MDM002541,22.04.2025,sch_0251,Kumar & Co.,Oil,33.2,KGS,3984,Pending,SCH0251,,Kumar & Co,Oil,33.2,3984.0,119.99999999999999
MDM008299,02.08.2025,SCH0226,S. Agro Works,Gehun,,,"Rs. 1,623",,SCH0226,,S Agro Works,Wheat,0.0,1623.0,0.0
MDM005035,06/07/2025,SCH0311,Singh Brothers,dal,13200,grams,"₹1,188",Paid,SCH0311,,Singh Brothers,Dal,13200.0,1188.0,0.09
MDM001531,07/03/2026,SCH0273,Kumar & Co.,WHEAT,0.54,bags,₹810,Cleared,SCH0273,,Kumar & Co,Wheat,0.54,810.0,1500.0
MDM002639,09-16-2025,SCH0050,S. Agro Works,Wheat,1.12,Sacks,"₹1,680",Pending,SCH0050,,S Agro Works,Wheat,1.12,1680.0,1499.9999999999998
MDM009022,2025-12-25,sch0523,Kumar Supplies,chawal,58900,Grams,2356,Paid,SCH0523,,Kumar Supplies,Rice,58900.0,2356.0,0.04
MDM006947,08-17-2025,SCH0027,S. Agro Works,Oil,48.1,kg,"Rs. 5,772",Paid,SCH0027,,S Agro Works,Oil,48.1,5772.0,120.0
MDM001942,13.10.2025,SCH-0414,Singh Brothers,Wheat,,,1377,,SCH0414,,Singh Brothers,Wheat,0.0,1377.0,0.0
MDM004848,2025/08/28,sch_0259,Goyal Enterprises,WHEAT,52.9,KG,1587,Due,SCH0259,2025-08-28,Goyal Enterprises,Wheat,52.9,1587.0,30.0
MDM004768,11/11/2025,SCH0437,Singh Agro,Oil,,,"Rs. 2,376",Paid,SCH0437,,Singh Agro,Oil,0.0,2376.0,0.0
MDM007114,2025-10-13,SCH-0206,Sharma Traders,Lentils,35300,Grams,"3,177/-",Paid,SCH0206,,Sharma Traders,Dal,35300.0,3177.0,0.09
MDM001054,02-13-2026,SCH0122,Kumar & Co.,Sarson Tel,27600,grams,"Rs. 3,312",Due,SCH0122,,Kumar & Co,Sarson Tel,27600.0,3312.0,0.12
MDM001946,2025-06-05,0379,goyal mill,dal,0.304,50kg Bags,,Paid,SCH0379,,Goyal Mill,Dal,0.304,0.0,0.0
MDM011967,03-Nov-2025,SCH0335,goyal mill,gehun,35.9,KG,1077,Paid,SCH0335,,Goyal Mill,Wheat,35.9,1077.0,30.0
MDM011245,13/01/2026,sch_0386,Sharma & Sons,Daal,57400,g,"Rs. 5,166",Due,SCH0386,,Sharma & Sons,Daal,57400.0,5166.0,0.09
MDM011102,2025-11-18,sch_0037,Kumar Supplies,RICE,40.5,Kgs,1620,paid,SCH0037,,Kumar Supplies,Rice,40.5,1620.0,40.0
MDM005698,26-Jan-2026,sch0110,goyal mill,Chawal,50300,Grams,"Rs. 2,012",paid,SCH0110,,Goyal Mill,Rice,50300.0,2012.0,0.04
MDM003089,2025-04-14,SCH0404,Kumar Supplies,Lentils,15100,g,"₹1,359",,SCH0404,,Kumar Supplies,Dal,15100.0,1359.0,0.09
MDM001651,08.03.2026,SCH-0268,Kumar & Co.,Mustard Oil,19000,grams,2280,paid,SCH0268,,Kumar & Co,Mustard Oil,19000.0,2280.0,0.12
MDM010342,01-24-2026,S0251,sharma traders pvt ltd,Daal,11.9,KGS,"Rs. 1,071",,SCH0251,,Sharma Traders,Daal,11.9,1071.0,90.0
MDM007459,09-03-2025,sch_0234,Kumar & Co.,Daal,24,kg,2160,PENDING,SCH0234,,Kumar & Co,Daal,24.0,2160.0,90.0
MDM005779,2025/11/07,SCH0211,Sharma Traders,dal,19700,Grams,"1,773/-",,SCH0211,2025-11-07,Sharma Traders,Dal,19700.0,1773.0,0.09
MDM001796,2025/07/09,SCH0392,goyal mill,chawal,,,2236,Due,SCH0392,2025-07-09,Goyal Mill,Rice,0.0,2236.0,0.0
MDM002472,23.08.2025,SCH0532,Singh Brothers,Lentils,27400,Grams,"₹2,466",Due,SCH0532,,Singh Brothers,Dal,27400.0,2466.0,0.09
MDM004683,14.06.2025,SCH0066,goyal mill,RICE,50700,g,"2,028/-",Paid,SCH0066,,Goyal Mill,Rice,50700.0,2028.0,0.04
MDM005265,2026-01-21,SCH-0280,Goyal Enterprises,dal,30.5,KGS,2745,Cleared,SCH0280,,Goyal Enterprises,Dal,30.5,2745.0,90.0
MDM007310,10/05/2025,SCH-0262,Singh Brothers,Oil,23,KG,"₹2,760",Due,SCH0262,,Singh Brothers,Oil,23.0,2760.0,120.0
MDM009020,27-Aug-2025,sch_0534,goyal mill,Wheat,0.868,Bags,"Rs. 1,302",Paid,SCH0534,,Goyal Mill,Wheat,0.868,1302.0,1500.0
MDM000425,2025/07/30,sch_0588,sharma traders pvt ltd,Oil,36.3,KG,4356,PENDING,SCH0588,2025-07-30,Sharma Traders,Oil,36.3,4356.0,120.00000000000001
MDM000555,15/01/2026,0083,Sharma Traders,Daal,43600,Grams,3924,,SCH0083,,Sharma Traders,Daal,43600.0,3924.0,0.09
MDM005217,26-Sep-2025,sch0326,S. Agro Works,Wheat,57.5 kg,,"1,725/-",Cleared,SCH0326,,S Agro Works,Wheat,57.5,1725.0,30.0
MDM009807,2025-10-06,sch_0257,Singh Agro,Lentils,42200,Grams,3798,Due,SCH0257,,Singh Agro,Dal,42200.0,3798.0,0.09
MDM000488,10/03/2026,SCH0411,Sharma & Sons,Cooking Oil,41.7,KGS,"Rs. 5,004",Paid,SCH0411,,Sharma & Sons,Cooking Oil,41.7,5004.0,119.99999999999999
MDM005602,2025-06-17,SCH-0422,sharma traders pvt ltd,Cooking Oil,54.1,KG,6492,Due,SCH0422,,Sharma Traders,Cooking Oil,54.1,6492.0,120.0
MDM003438,2025/12/19,SCH-0449,kumar general store,chawal,29100,Grams,1164,,SCH0449,2025-12-19,Kumar General Store,Rice,29100.0,1164.0,0.04
MDM003209,2025-11-22,S0485,Singh Brothers,Mustard Oil,15.3 kg,,1836,Paid,SCH0485,,Singh Brothers,Mustard Oil,15.3,1836.0,120.0
MDM003690,30-Dec-2025,SCH0328,S. Agro Works,Oil,51.4 kg,,"Rs. 6,168",PENDING,SCH0328,,S Agro Works,Oil,51.4,6168.0,120.0
MDM006968,2025-09-26,sch_0056,Singh Agro,RICE,0.92,50kg Bags,"Rs. 1,840",Cleared,SCH0056,,Singh Agro,Rice,0.92,1840.0,2000.0
MDM002367,2025/04/28,sch_0074,Goyal Enterprises,Lentils,32.3 kg,,"₹2,907",paid,SCH0074,2025-04-28,Goyal Enterprises,Dal,32.3,2907.0,90.00000000000001
MDM010630,26-Mar-2026,S0252,Goyal Rice Mill,gehun,0.428,Bags,Rs. 642,,SCH0252,,Goyal Rice Mill,Wheat,0.428,642.0,1500.0
MDM003313,05-23-2025,S0518,Goyal Rice Mill,Chawal,57200,grams,"₹2,288",Paid,SCH0518,,Goyal Rice Mill,Rice,57200.0,2288.0,0.04
MDM007461,07.12.2025,S0059,Goyal Rice Mill,Cooking Oil,,,"Rs. 6,696",Due,SCH0059,,Goyal Rice Mill,Cooking Oil,0.0,6696.0,0.0
MDM000469,2026-01-31,sch_0393,Goyal Enterprises,RICE,10.7,KG,428,,SCH0393,,Goyal Enterprises,Rice,10.7,428.0,40.0
MDM007301,2025-06-29,sch0137,Singh Agro,RICE,38.1,KGS,"₹1,524",Paid,SCH0137,,Singh Agro,Rice,38.1,1524.0,40.0
MDM004338,04.04.2025,SCH-0077,Sharma Traders,RICE,0.838,Bags,"Rs. 1,676",Pending,SCH0077,,Sharma Traders,Rice,0.838,1676.0,2000.0
MDM004707,18/03/2026,SCH0276,Sharma Traders,WHEAT,0.44,50kg Bags,660/-,Cleared,SCH0276,,Sharma Traders,Wheat,0.44,660.0,1500.0
MDM011420,13/10/2025,SCH0474,Singh Agro,Atta,50.8 kg,,"₹1,524",Pending,SCH0474,,Singh Agro,Atta,50.8,1524.0,30.0
MDM004421,04-Aug-2025,SCH0540,Sharma & Sons,chawal,30.2 kg,,1208,Paid,SCH0540,,Sharma & Sons,Rice,30.2,1208.0,40.0
MDM011028,2025-06-07,sch0591,Sharma Traders,Rice,40100,grams,"1,604/-",PENDING,SCH0591,,Sharma Traders,Rice,40100.0,1604.0,0.04
MDM001563,05/12/2025,SCH0248,Goyal Enterprises,Lentils,,,"Rs. 1,404",Pending,SCH0248,,Goyal Enterprises,Dal,0.0,1404.0,0.0
MDM004484,12-31-2025,SCH-0271,Singh Agro,Oil,23.3 kg,,2796,Paid,SCH0271,,Singh Agro,Oil,23.3,2796.0,120.0
MDM005944,2026-03-11,SCH-0144,Kumar & Co.,gehun,20.5 kg,,,Cleared,SCH0144,,Kumar & Co,Wheat,20.5,0.0,0.0
MDM004097,2025-11-21,SCH0494,Kumar & Co.,Rice,31.5 kg,,"1,260/-",paid,SCH0494,,Kumar & Co,Rice,31.5,1260.0,40.0
MDM001740,07.11.2025,0476,Singh Agro,chawal,20700,grams,Rs. 828,Cleared,SCH0476,,Singh Agro,Rice,20700.0,828.0,0.04
MDM003099,30.06.2025,SCH0586,Kumar & Co.,Pulses,,,"Rs. 1,530",Pending,SCH0586,,Kumar & Co,Dal,0.0,1530.0,0.0
MDM006207,20/11/2025,S0339,Kumar & Co.,gehun,25.6,KGS,768,,SCH0339,,Kumar & Co,Wheat,25.6,768.0,30.0
MDM002632,14/06/2025,S0204,S. Agro Works,gehun,35.3,kg,"₹1,059",PENDING,SCH0204,,S Agro Works,Wheat,35.3,1059.0,30.000000000000004
MDM008582,2026/01/21,SCH0548,Singh Brothers,Mustard Oil,,,"₹4,260",PENDING,SCH0548,2026-01-21,Singh Brothers,Mustard Oil,0.0,4260.0,0.0
MDM002175,14.12.2025,SCH0165,Singh Agro,Rice,18600,Grams,₹744,,SCH0165,,Singh Agro,Rice,18600.0,744.0,0.04
MDM000178,06-28-2025,SCH0471,Sharma Traders,Pulses,18200,grams,"₹1,638",PENDING,SCH0471,,Sharma Traders,Dal,18200.0,1638.0,0.09
MDM003708,17/07/2025,SCH0002,sharma traders pvt ltd,Gehun,41.7,KGS,"₹1,251",paid,SCH0002,,Sharma Traders,Wheat,41.7,1251.0,29.999999999999996
MDM005024,05/04/2025,SCH-0074,Kumar Supplies,Mustard Oil,13.4,KGS,"Rs. 1,608",Cleared,SCH0074,,Kumar Supplies,Mustard Oil,13.4,1608.0,120.0
MDM007664,03-Oct-2025,SCH0537,Sharma & Sons,Lentils,1.056,Bori,"Rs. 4,752",,SCH0537,,Sharma & Sons,Dal,1.056,4752.0,4500.0
MDM006863,2025-10-13,sch0192,goyal mill,Rice,0.32,50kg Bags,640,paid,SCH0192,,Goyal Mill,Rice,0.32,640.0,2000.0
MDM002129,10/01/2026,S0358,Goyal Enterprises,gehun,12400,grams,372,,SCH0358,,Goyal Enterprises,Wheat,12400.0,372.0,0.03
MDM007707,08/01/2026,S0008,Goyal Rice Mill,Daal,45.6,KGS,4104,PENDING,SCH0008,,Goyal Rice Mill,Daal,45.6,4104.0,90.0
MDM009630,03.03.2026,SCH0413,Goyal Rice Mill,gehun,41.0 kg,,,,SCH0413,,Goyal Rice Mill,Wheat,41.0,0.0,0.0
MDM005895,2026-01-16,sch_0208,Kumar Supplies,Wheat,0.416,Sacks,₹624,Due,SCH0208,,Kumar Supplies,Wheat,0.416,624.0,1500.0
MDM008588,2025/05/11,SCH0595,S. Agro Works,Atta,23.6 kg,,708/-,paid,SCH0595,2025-05-11,S Agro Works,Atta,23.6,708.0,29.999999999999996
MDM005062,07-22-2025,SCH0364,Kumar Supplies,Wheat,31.3 kg,,939,Cleared,SCH0364,,Kumar Supplies,Wheat,31.3,939.0,30.0
MDM000246,2025/05/13,SCH-0529,Sharma Traders,Daal,56300,Grams,"₹5,067",PENDING,SCH0529,2025-05-13,Sharma Traders,Daal,56300.0,5067.0,0.09
MDM009700,2025-04-10,SCH0597,Singh Brothers,Daal,35400,Grams,3186,,SCH0597,,Singh Brothers,Daal,35400.0,3186.0,0.09
MDM003287,08-22-2025,SCH-0285,Goyal Enterprises,Cooking Oil,0.434,Bori,2604,Paid,SCH0285,,Goyal Enterprises,Cooking Oil,0.434,2604.0,6000.0
MDM002969,24/03/2026,SCH0245,Sharma & Sons,Sarson Tel,42.3 kg,,5076,Paid,SCH0245,,Sharma & Sons,Sarson Tel,42.3,5076.0,120.00000000000001
MDM006831,2025-11-27,SCH-0464,Goyal Enterprises,chawal,23000,g,920/-,PENDING,SCH0464,,Goyal Enterprises,Rice,23000.0,920.0,0.04
MDM005962,30.06.2025,sch0308,Singh Brothers,WHEAT,49200,Grams,1476,Pending,SCH0308,,Singh Brothers,Wheat,49200.0,1476.0,0.03
MDM009328,23/08/2025,sch_0276,goyal mill,gehun,10.7 kg,,321,Pending,SCH0276,,Goyal Mill,Wheat,10.7,321.0,30.000000000000004
MDM001492,02-03-2026,SCH-0052,Kumar & Co.,WHEAT,36400,grams,"₹1,092",Paid,SCH0052,,Kumar & Co,Wheat,36400.0,1092.0,0.03
MDM006085,2025/07/24,SCH-0386,Goyal Rice Mill,Rice,11000,grams,440,Due,SCH0386,2025-07-24,Goyal Rice Mill,Rice,11000.0,440.0,0.04
MDM001283,01.11.2025,S0326,Singh Agro,Cooking Oil,40.7,Kgs,"₹4,884",,SCH0326,,Singh Agro,Cooking Oil,40.7,4884.0,119.99999999999999
MDM005525,22/05/2025,SCH0106,Kumar Supplies,dal,43.8 kg,,"₹3,942",Paid,SCH0106,,Kumar Supplies,Dal,43.8,3942.0,90.0
MDM000674,2025/09/24,sch0484,S. Agro Works,gehun,35.8,Kgs,1074,PENDING,SCH0484,2025-09-24,S Agro Works,Wheat,35.8,1074.0,30.000000000000004
MDM008030,17.03.2026,SCH0586,Kumar & Co.,WHEAT,1.042,Bags,"Rs. 1,563",paid,SCH0586,,Kumar & Co,Wheat,1.042,1563.0,1500.0
MDM001698,2026-03-08,sch_0068,goyal mill,Sarson Tel,,,5040,PENDING,SCH0068,,Goyal Mill,Sarson Tel,0.0,5040.0,0.0
MDM005825,14-Nov-2025,SCH0102,Sharma & Sons,WHEAT,,,1545,Pending,SCH0102,,Sharma & Sons,Wheat,0.0,1545.0,0.0
MDM005598,23-Mar-2026,sch0304,Sharma & Sons,Wheat,20.9 kg,,627,Pending,SCH0304,,Sharma & Sons,Wheat,20.9,627.0,30.000000000000004
MDM007559,2026-03-22,SCH0087,S. Agro Works,Wheat,,,"₹1,548",Cleared,SCH0087,,S Agro Works,Wheat,0.0,1548.0,0.0
MDM003448,04-01-2025,SCH0485,sharma traders pvt ltd,dal,39400,grams,"₹3,546",Paid,SCH0485,,Sharma Traders,Dal,39400.0,3546.0,0.09
